id,sentence,tags
80,Het valt echter op dat jongeren tussen de 18 en 25 jaar veel vaker op sociale media zitten.,
81,De helft van hen besteedt één tot drie uur per dag aan sociale media.,
82,Voor een kwart is dit drie tot vijf uur.,
83,Een kleine groep van tien procent besteedt zelfs zo'n tien uur per dag aan sociale media.,
84,Ouderen op sociale media Er is ook een toename van het aantal ouderen op sociale media. 65 procent van de ouderen tussen de 65 en 75 jaar zit op sociale media.,
85,Dat is meer dan een aantal jaar geleden.,
86,Er zitten meer ouderen op sociale media omdat ze handiger met hun smartphone of computer zijn geworden.,
87,Ze communiceren via sociale media met hun kleinkinderen en andere familieleden of kennissen.,
88,Wat plaatsen gebruikers?,
89,"De meeste gebruikers delen foto's van belangrijke gebeurtenissen, zoals een huwelijk of een diploma-uitreiking.",
90,"Ze plaatsen slechts een paar keer per jaar een bericht, foto of filmpje op hun profiel.",
91,Een klein deel van de gebruikers plaatst bijna iedere dag iets.,
92,Dit zijn vooral jongeren.,
93,"Zij delen ook foto's van dagelijkse activiteiten, zoals een bezoek aan de sportschool, een restaurant of een feestje.",
94,Wat zijn de nadelen?,
95,"Het gebruik van sociale media heeft een aantal risico's, vooral bij jongeren.",
96,Uit onderzoek blijkt dat steeds meer jongeren aan sociale media verslaafd zijn.,
97,Via hun smartphone zijn ze eigenlijk constant met sociale media bezig.,
98,Deze jongeren krijgen stress als ze hun berichten niet kunnen lezen.,
99,Ze kunnen ook slaapproblemen krijgen.,
100,En ze halen soms slechtere studieresultaten.,
101,Kritische gebruikers noemen nog meer nadelen.,
102,Ze vinden het eigenlijk zonde van hun tijd om sociale media te gebruiken.,
103,Ook vinden ze de advertenties via sociale media irritant.,
104,Daarnaast zijn ze bezorgd over hun privacy.,
105,in & Zoek &e A Home Mijn netwerk Vacatures Berichten Notificaties Bericht Meer...,
106,Boushra Ik ben een ervaren psycholoog.,
107,Ik geef therapie aan mensen die een depressie of andere persoonlijke problemen hebben.,
108,Deze functie past goed bij mijn kwaliteiten.,
109,"Ik ben geduldig, betrouwbaar en behulpzaam.",
110,Mensen praten makkelijk over hun gevoel met mij en ik kan goed luisteren.,
111,Ik vind het belangrijk dat mensen zich tijdens de therapie veilig voelen.,
112,Vorig jaar heb ik mijn eerste boek geschreven.,
113,"Het gaat over een onderwerp dat ik altijd interessant gevonden heb, namelijk depressie bij jongeren. in Q Zoek &8 A Home Mijn netwerk Vacatures Berichten Notificaties Ik Bericht Meer...",
114,Reza Al 15 jaar werk ik met veel plezier bij de Bijenkorf in Amsterdam.,
115,Tijdens mijn studie Business en Fashion heb ik een jaar bij de Bijenkorf stage gelopen.,
116,"Ik viel ook regelmatig in, als een verkoper ziek was.",
117,Na mijn studie ben ik verkoper geworden.,
118,En tegenwoordig geef ik als manager leiding aan een groep enthousiaste medewerkers.,
119,Contact met collega's vind ik het leukste van mijn baan.,
120,Mijn collega's beschrijven me als sociaal en flexibel.,
121,"Als het nodig is, val ik in of ruil ik een dag met een collega.",
122,Verder vind ik mezelf creatief en ik heb veel kennis van mode.,
123,Ook ben ik goed in verkopen.,
124,Ik kan heel goed kleding aan onze klanten verkopen. in a Zoek E Home he Mijn netwerk A Vacatures Berichten Notificaties Paulo Bericht Meer...,
125,Ik ben een actief persoon die van hard werken houdt.,
126,Ik ben bijna klaar met mijn studie wiskunde en ik werk als bezorger bij PostNL.,
127,Ook geef ik bijles aan scholieren die wiskunde moeilijk vinden.,
128,Op dit moment ben ik op zoek naar een serieuze baan.,
129,Ik ben kritisch en ik heb een duidelijke mening.,
130,Daarnaast kan ik goed met apparaten werken en ik ben dus erg handig.,
131,Ik heb vooral interesse in een baan bij een klein bedrijf.,
132,"Ik ben zelfstandig, maar ik kan ook goed samenwerken.",
133,Een goede sfeer op het werk vind ik heel belangrijk.,
134,Dat lijkt me heerlijk Julie belt haar vriendin Petra.,
135,Julie en Petra hebben allebei kinderen.,
136,"De vriend van Petra, Hans, is ook thuis.",
137,Petra Hé Julie.,
138,"Julie Hoi, hoe is het?",
139,Petra Goed hoor.,
140,Bij jullie?,
141,"Julie Ja, prima.",
142,"Hé, ga je vanmiddag mee zwemmen, in dat nieuwe zwembad?",
143,Ze hebben een speciale middag voor ouders en kinderen.,
144,Dus wij kunnen ook mee.,
145,"Petra Hm, nou, dat lijkt me wel leuk, maar dat gaat niet.",
146,Ik moet Joris vanmiddag naar hockeytraining brengen.,
147,Julie O jammer.,
148,"Ik ga sowieso, want ze hebben voor volwassenen ook een sauna.",
149,"Petra O, dat lijkt me heerlijk ...",
150,Julie Kan Hans Joris niet naar hockey brengen?,
151,"Petra Hm ja, wie weet, wacht, ik vraag het even.",
152,Hans Ja.,
153,Petra Hans Petra Kun jij Joris vanmiddag naar het hockeyveld brengen?,
154,Hoe laat?,
155,Om twee uur.,
156,"Hans Hm, dat is lastig.",
157,Ik heb met Sjoerd afgesproken.,
158,"We gaan hardlopen, omdat we volgende week die wedstrijd hebben.",
159,Weet je nog?,
160,We moeten trainen.,
161,"Petra O ja, dat is volgende week al.",
162,Julie Julie?,
163,"Petra Ja, dat gaat dus niet.",
164,Hans moet voor een hardloopwedstrijd trainen.,
165,"Julie Nou ja, niks aan te doen.",
166,Ga je dit weekend nog wel iets leuks doen?,
167,"Petra Nou, naar de hockey dus.",
168,Ik denk dat ik daarna gelijk boodschappen voor mijn vader doe.,
169,Misschien ga ik met hem ook nog een stukje op het strand wandelen.,
170,"Julie Goh, heb jij wel een beetje tijd voor jezelf, af en toe?",
171,"Petra Ach, voorlopig niet zoveel denk ik.",
172,"De kinderen hebben zoveel activiteiten, we moeten ze overal naartoe brengen en weer ophalen.",
173,"Dus ja, ik heb pas meer vrije tijd als de kinderen ouder zijn.",
174,Onze agenda's zitten behoorlijk vol.,
175,Julie Dat hoor ik.,
176,"Nou, een fijn weekend dan.",
177,Laten we binnenkort samen iets gaan drinken.,
178,"Petra Ja leuk, veel plezier in het zwembad vanmiddag.",
179,"Julie Dank je, doei.",
180,"Petra Doei, tot snel.",
181,Wanneer bent u vrij en wanneer is de school van uw kinderen dicht?,
182,Hier leest u alles over vrije dagen in Nederland.,
183,Feestdagen Nederland heeft niet zoveel officiële vrije dagen als de meeste andere Europese landen.,
184,"Op de christelijke feestdagen Kerstmis, Pasen, Hemelvaart en Pinksteren zijn de meeste mensen vrij.",
185,Scholen hebben dan vakantie en de meeste bedrijven en kantoren zijn dicht.,
186,Dat geldt ook voor 1 januari.,
187,"Kerstmis is ieder jaar op dezelfde datum, op 25 en 26 december.",
188,"De andere feestdagen vallen ieder jaar op een andere datum, in het voorjaar.",
189,Koningsdag en 4 en 5 mei Behalve de christelijke feestdagen heeft Nederland nog één officiële vrije dag: Koningsdag.,
190,Dat is ieder jaar op 27 april: de verjaardag van koning Willem-Alexander.,
191,Koningsdag kent veel tradities.,
192,Veel plaatsen hebben een markt en optredens met muziek en mensen dragen oranje kleding. 4 en 5 mei zijn ook speciale dagen.,
193,Dan herdenken veel Nederlanders het einde van de Tweede Wereldoorlog in 1945.,
194,"Op 4 mei is iedereen om 20.00 uur twee minuten stil, uit respect voor de slachtoffers.",
195,Op 5 mei vieren ze dat de oorlog is afgelopen.,
196,"In veel steden zijn dan feesten. 5 mei is één keer in de vijf jaar ook een officiële vrije dag, bijvoorbeeld in 2020, 2025, enzovoorts.",
197,"Vakanties Scholieren hebben in Nederland vijf keer per jaar vakantie: in de herfst, met kerst en oud en nieuw, in het voorjaar, in mei en in de zomer.",
198,De data van de vakanties zijn ieder jaar anders.,
199,Ze verschillen soms ook per regio.,
200,"Het zuiden, noorden en midden van Nederland hebben niet altijd tegelijk vakantie.",
201,Jade Mijn zus heeft twee kinderen.,
202,"Op vrijdagavond wil ze met haar vriend uitgaan, maar ze heeft geen oppas.",
203,Nu heeft ze mij gevraagd.,
204,"Ik ben dol op mijn neefje en nichtje, maar ik heb al andere plannen op vrijdag.",
205,"Ik wil dus eigenlijk 'nee' zeggen, maar ik durf het niet.",
206,Mijn zus wordt namelijk nogal snel kwaad.,
207,Ze vindt dat je je familie altijd moet helpen.,
208,Is dat zo?,
209,Mag ik geen 'nee' tegen mijn familie zeggen?,
210,Kunnen jullie even reageren?,
211,"Ja, je zus heeft gelijk.",
212,Je moet niet zo egoïstisch doen.,
213,Het is toch niet zoveel moeite?,
214,Je kunt zelf op zaterdagavond nog iets leuks gaan doen.,
215,John Pff... je zus is zelf egoïstisch.,
216,Kan ze geen oppas betalen?,
217,"Je moet het niet doen, als je geen zin hebt.",
218,"Het is het gezin van je zus en je zwager, dus het is ook hun probleem.",
219,Doen zij wel eens iets voor jou?,
220,"Simon Omar Een vriend van me heeft een hond, maar hij reist veel voor zijn werk.",
221,En dan is die hond een probleem natuurlijk.,
222,"Hij heeft me een maand geleden al een keer gevraagd: 'Mag mijn hond bij je logeren?' Ik heb toen gezegd: 'Sorry, ik kan niet, want ik ben dit weekend niet thuis'.",
223,Ik heb niet uitgelegd dat ik niet van honden hou.,
224,Dat durf ik niet.,
225,Maar nu vraagt hij het weer!,
226,Ik wil helemaal niet op zijn hond passen.,
227,Bovendien heb ik niet genoeg ruimte in mijn huis.,
228,Moet ik nu eerlijk zijn?,
229,Of moet ik weer een excuus verzinnen?,
230,Hij is één van mijn beste vrienden en ik wil geen ruzie met hem.,
231,"Zeg gewoon 'nee' tegen je vriend, maar leg je reactie wel uit.",
232,Vertel hem dat je niet van honden houdt.,
233,Dan vraagt hij je de volgende keer ook niet meer.,
234,"Sara Zeg nee, en bedenk gewoon een smoes.",
235,Zeg bijvoorbeeld dat je naar je schoonouders moet.,
236,Of zeg dat je voor een examen moet studeren en dat je geen tijd hebt.,
237,Philip Je moet inderdaad zeggen dat je honden niet leuk vindt.,
238,Dat is toch de waarheid?,
239,"Je moet niet liegen, dat is niet goed voor jullie vriendschap.",
240,Je vriend wordt vast boos als hij dat ontdekt.,
241,Nederlands leren Bas heeft een interview met Omar over Nederlands leren.,
242,"Omar komt uit Egypte, zijn moedertaal is Arabisch.",
243,In Cairo was hij docent Engels.,
244,"Hij heeft het Staatsexamen NT2, Programma II, gehaald.",
245,Bas Welkom Omar.,
246,En nog gefeliciteerd met je diploma!,
247,Omar Dank je.,
248,"Bas Nou, meteen maar de eerste vraag.",
249,Is Nederlands leren moeilijk?,
250,"Omar Tja, je wilt natuurlijk 'ja' of 'nee' horen.",
251,Maar dat hangt van je moedertaal af.,
252,In mijn flat woont bijvoorbeeld een Duitse student.,
253,"Voor hem is Nederlands gemakkelijk, omdat het Duits dichtbij het Nederlands staat.",
254,"Als je moedertaal Arabisch is, is het veel moeilijker.",
255,"Bas Je hebt Engels gestudeerd, Omar.",
256,Helpt het als je al een andere taal hebt geleerd?,
257,"Omar Jazeker, dat is een voordeel.",
258,Dat maakt Nederlands leren makkelijker.,
259,Bas Zijn er nog meer positieve invloeden?,
260,"Omar Nou, motivatie bijvoorbeeld.",
261,Hoe gemotiveerd ben je?,
262,Hoeveel tijd besteed je aan je huiswerk?,
263,En zo kan ik nog wel even doorgaan.,
264,Bas Graag!,
265,Doe maar.,
266,Omar Je moet ook taalcontact buiten de les hebben.,
267,Bas Taalcontact met Nederlanders bedoel je?,
268,Omar Ja.,
269,Een goede docent en een goede lesmethode zijn niet genoeg.,
270,Je moet overal en met iedereen Nederlands spreken.,
271,"Het gaat niet echt vanzelf, ik heb voor dat diploma hard gewerkt.",
272,"Bas Ja, daarom spreek je ook zo goed, denk ik.",
273,"Wat wil je nog meer met de taal bereiken, wat is je doel?",
274,Omar Ik wil nog beter leren schrijven.,
275,Schrijven in het Nederlands vind ik het moeilijkst.,
276,Bas Ik hoor weleens dat de uitspraak van het Nederlands erg lastig is.,
277,"Omar Nou, vooral de uitspraak van nieuwe, onbekende klanken.",
278,"De 'eu' van 'keuken' bijvoorbeeld, die bestaat in het Arabisch niet.",
279,En Nederlanders begrijpen je echt niet als je een klank verkeerd uitspreekt.,
280,Bas En hoe zit het dan met de grammatica van het Nederlands?,
281,Is die moeilijk?,
282,"Omar Ook dat hangt van je moedertaal af, van de grammatica van je moedertaal.",
283,Grote verschillen maken het lastig.,
284,"Het Arabisch heeft bijvoorbeeld maar één lidwoord en niet drie, zoals het Nederlands.",
285,Maar nu klink ik zo negatief en dat is niet mijn bedoeling.,
286,"Ik hou van nieuwe dingen leren, het mag ook moeilijk zijn!",
287,Bas Wat denk je: kan ik Arabisch leren?,
288,Omar Hoe graag wil je dat?,
289,"Bas Eh, ik ben niet zo gemotiveerd als jij, denk ik.",
290,"KIJKEN OP EEN SCHOOL IN HET BUITENLAND Docent Jeroen Bos bezocht met vijftien vwo-leerlingen een school in Beijing, in China.",
291,Iedereen was positief over de reis.,
292,Jeroen vertelt over zijn ervaringen daar.,
293,Hoe zag het programma eruit?,
294,We volgden een aantal lessen op de school en kregen ook een paar workshops.,
295,De leukste was die over Chinese muziek.,
296,Verder bezochten we toeristische plekken zoals de Chinese Muur.,
297,De leerlingen logeerden bij Chinese leerlingen thuis en dat vonden ze ontzettend leuk.,
298,Wat viel je op in de lessen?,
299,Een aantal dingen op de school vielen me op.,
300,De docenten spraken veel en stelden af en toe een korte vraag aan een leerling.,
301,In Nederland zijn leerlingen veel actiever tijdens de lessen.,
302,Ze stellen zelf vragen en geven regelmatig een presentatie.,
303,"Verder zagen we leerlingen nauwelijks in groepjes samenwerken, zoals in Nederland veel gebeurt.",
304,"Hun uniform viel natuurlijk ook op, omdat Nederlandse leerlingen geen uniform dragen.",
305,Tot slot: de schooldagen zijn langer dan in Nederland.,
306,En 's avonds maken de leerlingen ook nog tot tien of elf uur huiswerk.,
307,Of ze hebben bijles op school. ledereen wil en moet goed presteren.,
308,Hebben leerlingen tijd voor ontspanning?,
309,Leerlingen hebben minder vrije tijd dan in Nederland.,
310,"Ze sporten ook meestal op school, op de campus.",
311,"Nederlandse kinderen sporten vooral na schooltijd, in sportclubs.",
312,Chinese leerlingen hebben geen tijd voor bijbaantjes.,
313,Ze mogen trouwens pas een bijbaantje hebben als ze achttien zijn.,
314,In Nederland mag dat vanaf vijftien jaar.,
315,Wat vond je bijzonder?,
316,Ik vond de aandacht voor muziek in het Chinese onderwijs bijzonder.,
317,Veel Chinese kinderen spelen piano.,
318,En op deze school zijn speciale ruimtes voor pianolessen.,
319,In het algemeen vond ik de leerlingen erg gemotiveerd en dat mis ik soms in Nederland.,
320,Kapot Wilco en Pieter zijn huisgenoten.,
321,Ze zijn in de keuken.,
322,"Wilco Hé Pieter, wanneer heb jij die pizza in de oven gedaan?",
323,"Pieter Uhm, een kwartier geleden.",
324,Hoezo?,
325,Wilco Hij is nog bevroren.,
326,Heb je de oven wel aangezet?,
327,"Pieter Hè, jawel toch.",
328,Doet hij het niet?,
329,Wilco Nee.,
330,Pieter Misschien moet je even op die grote knop drukken?,
331,"Wilco Nou, hij doet echt helemaal niks.",
332,Pieter Misschien hebben we een stroomstoring?,
333,"Wilco Nee, want de magnetron doet het wel.",
334,Pieter Wat gek.,
335,"Nou, dan denk ik dat hij echt kapot is.",
336,Wat doen we nu?,
337,Wilco Ik zoek het nummer van de winkel wel even op.,
338,Dan bel ik die wel even.,
339,Misschien kunnen ze een monteur sturen.,
340,"Pieter Ja, goed idee.",
341,Loes en Willemijn zijn huisgenoten.,
342,Ze zijn op zolder.,
343,Willemijn Loes?,
344,Heb jij je was in de wasmachine gedaan?,
345,"Loes Ja, vanmorgen heb ik hem aangezet.",
346,Is hij nog niet klaar?,
347,"Willemijn Nee, volgens mij niet.",
348,De wasmachine zit nog vol met water.,
349,En de vloer is ook helemaal nat.,
350,"Loes O, wat raar.",
351,"Ik heb gisteren nog gewassen, toen deed hij het gewoon.",
352,Willemijn Heb je wel het juiste programma gekozen?,
353,"En je hebt aan die linker knop gedraaid, toch?",
354,"Loes Ja, ja, volgens mij wel.",
355,Willemijn Hm... op het schermpje staat 'error' en dat rode lampje brandt.,
356,Loes Oké.,
357,Wat doen we nu?,
358,Willemijn Mijn vriend komt zo.,
359,Misschien kan hij hem maken?,
360,"Loes Ja, want een reparatie gaat wel wat kosten.",
361,"Willemijn Als dat niet lukt, bellen we die ene monteur.",
362,Die is hier vorig jaar ook geweest.,
363,"Loes O ja, ik heb zijn nummer nog wel ergens.",
364,Loes belt met de monteur.,
365,"Monteur Splash monteurs goedemiddag, wat kan ik voor u doen?",
366,"Loes Ja, goedemiddag, met Loes Versluis.",
367,Onze wasmachine is stuk.,
368,"Monteur Oké, wat is precies het probleem?",
369,"Loes Nou, het water gaat niet weg en hij lekt ook.",
370,"Als we de wasmachine aanzetten, is de vloer telkens helemaal nat.",
371,"Het is een nieuw type, we hebben hem vorig jaar gekocht.",
372,Wanneer kunt u langskomen?,
373,"Monteur Oké, even kijken.",
374,Morgen kan onze monteur bij u langskomen.,
375,Bent u dan thuis?,
376,"Loes Ja, morgenmiddag kan ik.",
377,"Monteur Oké, het tijdstip is een beetje afhankelijk van de drukte.",
378,Ik denk ongeveer tussen 14.00 en 16.00 uur.,
379,"Loes Oké, dat is prima.",
380,Monteur Ik weet nog niet hoe laat precies.,
381,Dat laten we u morgen weten.,
382,"Loes Fijn, dank u wel.",
383,Monteur Tot ziens.,
384,Loes Dag.,
385,Stefan en Sharon zijn broer en zus.,
386,Hun moeder is ook thuis.,
387,Sharon zit in haar eigen kamer.,
388,"Sharon Hé, wat doe je in mijn kamer?",
389,"Stefan Uh, ik zoek een föhn.",
390,Mag ik je föhn even lenen?,
391,Sharon Een föhn?,
392,Sinds wanneer droog jij je haar?,
393,Anders zit het raar.,
394,Ik ga zo naar een feestje.,
395,"Stefan Sharon Oh, spannend!",
396,"Nou, hij ligt niet hier.",
397,Vraag maar aan mama.,
398,Stefan Mam...,
399,Moeder Ja?,
400,Stefan Waar is de föhn van Sharon?,
401,"In de badkamer, naast mijn elektrische tandenborstel.",
402,Hoezo?,
403,Moeder Stefan Gewoon.,
404,"En heb je mijn nieuwe, zwarte broek gezien?",
405,Heb je hem in de droger gedaan?,
406,"Moeder Nee, die heb ik buiten opgehangen.",
407,Stefan Is hij al droog?,
408,Moeder Dat denk ik wel.,
409,Stefan Wil jij hem dan strijken?,
410,"Moeder Nou, kun je dat zelf niet even doen?",
411,Het strijkijzer staat in de kast bij de stofzuiger.,
412,"Stefan Ja maar mam, ik heb haast en ik moet mijn tanden nog poetsen.",
413,"Moeder Kom op, probeer het zelf even te doen.",
414,Stefan Oké...,
415,Moeder Is je zus daar nog?,
416,Stefan Ja.,
417,Moeder Sharon?,
418,Sharon Ja...,
419,Moeder Wil jij die vuile borden op het aanrecht even afwassen?,
420,"Sharon Mam, ik heb huiswerk.",
421,"Moeder Sharon Kom op, dat is zo gebeurd.",
422,Je hoeft ze niet in de kast te zetten.,
423,Dat doe ik wel.,
424,En dan zet ik daarna lekker koffie voor ons.,
425,O...Waarom hebben we geen afwasmachine?,
426,Moeder Omdat we al genoeg apparaten hebben.,
427,Vorige week heb ik nog een nieuwe waterkoker gekocht.,
428,"We hebben echt geen afwasmachine nodig, dat is ook niet zo goed voor het milieu.",
429,Sharon Kan Stefan de afwas niet doen?,
430,"Stefan Nee, ik moet strijken!",
431,Jammer zus.,
432,Sharon Oké...,
433,"Trouwen, samenwonen en scheiden Wat is er veranderd in Nederland?",
434,Ontmoeten De eerste ontmoeting is een belangrijk moment.,
435,"De meeste mensen in Nederland leren in hun vrije tijd hun partner kennen, bijvoorbeeld op een feestje of via een sportvereniging.",
436,Soms ontmoeten mensen elkaar omdat de familie dat graag wil.,
437,De laatste jaren zoeken steeds meer mensen een partner online.,
438,"Ze sturen elkaar via een app of website een bericht, ze spreken af en gaan 'daten'.",
439,"Als alles goed gaat, worden ze verliefd en krijgen ze een relatie.",
440,Zelfstandig wonen en samenwonen Ongetrouwd samenwonen wordt ieder jaar populairder.,
441,Veel jonge mensen willen eerst samenwonen.,
442,Ze willen hun partner eerst beter leren kennen.,
443,Pas daarna trouwen ze of ze trouwen helemaal niet.,
444,Ook het aantal alleenstaande mensen is erg toegenomen.,
445,Alleenstaande mensen zijn mensen die alleen wonen.,
446,Trouwen Vroeger was ongetrouwd samenwonen niet zo vanzelfsprekend.,
447,De meeste mannen en vrouwen trouwden toen voor hun vijfentwintigste.,
448,Tegenwoordig trouwen mensen gemiddeld tien jaar later.,
449,Het aantal huwelijken in Nederland daalt nog steeds.,
450,"Sinds 2001 kunnen twee mannen ook met elkaar trouwen, net als twee vrouwen.",
451,Kinderen Vrouwen krijgen ook steeds later en minder kinderen dan vroeger.,
452,Ze krijgen nu gemiddeld twee kinderen en zijn gemiddeld dertig jaar oud als ze hun eerste kind krijgen.,
453,Een traditioneel gezin is vooral minder belangrijk voor mensen met een hoge opleiding en een drukke baan.,
454,Ze stellen het krijgen van kinderen vaak uit.,
455,Scheiden Meer dan dertig procent van de huwelijken in Nederland eindigt in een scheiding.,
456,Mensen scheiden vooral omdat ze te veel ruzie met elkaar maken.,
457,"Ruzies gaan bijvoorbeeld over geldproblemen, verschillende culturen of verschillende verwachtingen van de toekomst.",
458,Veel gescheiden ouders delen samen de zorg en de opvoeding van de kinderen.,
459,De kinderen wonen bijvoorbeeld de ene week bij hun moeder en de andere week bij hun vader.,
460,Hoe gaat het daar?,
461,Rafael en Sidra zijn vrienden.,
462,Sidra woont tijdelijk in Australië.,
463,Ze bellen elkaar elke zondag.,
464,"Rafael Ha Sidra, kun je me horen?",
465,Sidra Hé!,
466,"Jazeker, ik hoor je perfect!",
467,Rafael Mooi!,
468,Hoe gaat het daar aan de andere kant van de wereld?,
469,Is het nog steeds zo heet?,
470,"Sidra Ja, het is hier bloed heet, maar ik zal niet klagen.",
471,Ik hoorde dat het in Nederland al de hele week vriest.,
472,"Rafael Klopt, gisteren was het zelfs tien graden onder nul!",
473,Ik heb de hele tijd koude voeten.,
474,"Zeg, heb je nog iets leuks gedaan dit weekend?",
475,"Sidra Ja, mijn broers zijn op bezoek!",
476,"Ik wilde ze meteen de blauwe zee laten zien, dus we zijn gisteren naar het strand gegaan.",
477,En 's avonds heb ik uitgebreid gekookt.,
478,"Rafael Oh, leuk!",
479,Slapen je broers bij jou thuis?,
480,"Sidra Nee, ze slapen in een hotel.",
481,Mijn huisje is veel te klein voor een extra bed.,
482,Rafael Ah ja.,
483,En tot wanneer blijven ze?,
484,"Sidra Tot vrijdag, dan vliegen ze terug naar Nederland.",
485,We hebben nog veel plannen.,
486,Vanavond gaan we uit eten en morgen gaan we waarschijnlijk wandelen in de natuur.,
487,"Rafael Pff, je maakt me jaloers!",
488,"Sidra Ah, heb jij nog iets leuks meegemaakt?",
489,"Rafael Nee, niets bijzonders.",
490,Ik voelde me niet zo lekker.,
491,Dus gisteren heb ik lekker uitgerust en twee films gekeken.,
492,Maar volgend weekend heb ik een verjaardagsfeestje.,
493,"Sidra Oh, van wie?",
494,Rafael Van mijn oma.,
495,"Mijn neven en nichten komen ook, dus het wordt vast gezellig.",
496,Sidra Dat denk ik ook!,
497,Wanneer kom jij op bezoek in Australië?,
498,"Hier schijnt de zon elke dag, dus je zal hier geen koude voeten hebben.",
499,"Rafael Ja, ik wil je zo snel mogelijk bezoeken, maar ik moet eerst voor de vliegtickets sparen.",
500,"Sidra Ah, maar je komt wel, hè?",
501,Rafael Uiteraard!,
502,En ik zal een cadeautje uit Nederland voor je meenemen.,
503,"Sidra Oeh, ik ben benieuwd!",
504,"Nou, ik ga weer genieten van het Australische klimaat.",
505,Ik bel je volgende week weer.,
506,"Rafael Prima, doe je broers de groeten van me.",
507,Sidra Zal ik doen.,
508,Tot volgende week!,
509,"farshad@online.nl Aan: elia@online.nl Onderwerp: Hoe gaat het? 11 maart 11:03 Hoi Elia, Lang niet gesproken!",
510,Gisteren kwam ik je broer in de trein tegen.,
511,"Ik herkende hem meteen, want hij lijkt nog steeds heel veel op je.",
512,Hij heeft net zulke donkere ogen en bruine krullen als jij.,
